Código;Nombre;Estado;Organismo;Unidad de compra;Región;Comuna;Publicada;Cierra;Días para cierre;Monto estimado;Moneda;Tipo;Categorías;Qué piden;Visita a terreno;Entrega antecedentes;Duración contrato;Renovable;Prohibiciones;Contraparte;Descripción;Bases
986278-18-L126;CONTRATO DE SUMINISTRO DE INSUMOS INFORMÁTICOS, AÑO 2026, CFT DE LA REGIÓN DE LA ARAUCANÍA;Publicada;CENTRO DE FORMACION TECNICA DE LA REGION DE LA ARAUCANIA;Sub-Unidad Adquisiciones y Contrataciones Públicas;Región Metropolitana de Santiago;Vitacura;19-08-2026 17:39;31-08-2026 16:00;-2;4522419.0;CLP;L1;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Suministros para impresora, fax y fotocopiadora;1 Global · Tóner;;;;No;;;El presente contrato tiene por objeto la prestación del servicio para adquirir insumos informáticos, requeridos por el Centro de Formación Técnica de la Región de La Araucanía y sus sedes, conforme a las condiciones establecidas en las presentes bases, la oferta adjudicada y la respectiva orden de compra. Los bienes serán solicitados de manera eventual según necesidades institucionales, sin que exista obligación de compra mínima por parte del CFT.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=986278-18-L126
3134-72-LR26;CONTRATAR EL DESARROLLO DE UN SISTEMA INFORMÁTICO DE EMISIÓN DE DOCUMENTOS DE COBRO Y GESTIÓN DE COBRANZA Y POSTERIOR SOPORTE POR UN PERIODO DE 48 MESES.;Publicada;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;DIRECCION GENERAL DEL TERRITORIO MARITIMO Y M.M.;Región de Valparaíso ;Valparaíso;30-07-2026 11:06;31-08-2026 17:00;-2;434042600.0;CLP;LR;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Programas de desarrollo;1 Unidad no definida · Software de entorno de desarrollo;;;60 meses;No;;JEFE DEPTO FINANZAS DGTM;"La Dirección General del Territorio Marítimo y de Marina Mercante, llama a licitación pública para contratar el desarrollo de un sistema informático de emisión de documentos de cobro llamados Órdenes de Ingresos y la gestión de cobranza de estos, los cuales deben ser emitidos por la Autoridad Marítima a través de plataformas en línea y de forma presencial.
b.-	El objetivo principal de esta licitación, es contar con un contrato para el desarrollo de un Sistema que permita generar órdenes de ingreso y egreso, realizar el seguimiento y cobro, para finalmente efectuar la recaudación. Para la emisión, el Sistema debe obtener datos desde bases de datos y otros sistemas propios, con los cuales debe tener una integración y donde cada uno de los hechos económicos queden registrados en línea, mediante una integración con el sistema contable externo. 
c.-	Esta Dirección General, al tener la necesidad permanente de contar con un sistema y contrato que disponga este servicio, y debido a los recursos involucrados y al tiempo de implementación del Sistema, se hace necesario que este contrato cuente con la opción de renovación por una sola vez y por el mismo plazo, en los mismos términos, requis";https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3134-72-LR26
869591-10-LP26;CONTRATACIÓN DEL SERVICIO DE DISEÑO Y DESARROLLO DEL NUEVO PORTAL API Y CAPA DE DATOS DE NEGOCIO PARA MERCADO PÚBLICO;Publicada;DIRECCION DE COMPRAS Y CONTRATACION PUBLICA;Calidad del Gasto en las Compras Públicas;Región Metropolitana de Santiago;Santiago Centro;12-08-2026 10:35;01-09-2026 15:00;-1;;CLF;LP;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Contratación de personal;1 Unidad · Desarrolladores de software;;;12 meses;No;ver clausula 10 de las bases especiales;Christian Zarria;CONTRATACIÓN DEL SERVICIO DE DISEÑO Y DESARROLLO DEL NUEVO PORTAL API Y CAPA DE DATOS DE NEGOCIO PARA MERCADO PÚBLICO;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=869591-10-LP26
1233623-38-LE26;ADQUISICIÓN DE SOFTWARE AEC COLLECTION 2025;Publicada;Servicio Local de Educación Pública Licancabur;Servicio Local de Educación Pública Licancabur;Región de Antofagasta ;Calama;24-08-2026 18:43;02-09-2026 15:00;0;19800000.0;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software para trabajo en redes;1 Global · Software de acceso;;;;No;;Barbara Lira Mac-Donald;El Servicio Local de Educación Pública Licancabur convoca a licitación pública para la adquisición de nueve licencias de software AEC Collection 2025, equivalente o superior, destinadas a la Subdirección de Infraestructura y Mantenimiento, Unidad de Diseño y Planificación.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1233623-38-LE26
652-37-LP26;ARRIENDO SERVIDOR INFORMATICO PARA PROGRAMA SISSA.;Publicada;SERVICIO DE SALUD ARAUCO;SERVICIO DE SALUD ARAUCO;Región del Biobío ;Lebu;13-08-2026 19:04;02-09-2026 15:00;0;;CLP;LP;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;1 Unidad · Servidores;;;36 meses;No;;JEFE DEPARTAMENTO TIC SSA;El Servicio de Salud Arauco a través de su Dirección, requiere contratar el CONVENIO ARRIENDO DE SERVIDOR INFORMATICO PROGRAMA SISSA, SERVICIO DE SALUD ARAUCO PARA EL SERVICIO DE SALUD ARAUCANIA SUR, por un periodo de 36 meses destinado al Programa SISSA.  Dicho servidor deberá instalarse en la Sala de Servidores del Servicio de Salud Araucanía Sur, ubicada en calle Prat Numero 969, de la ciudad de Temuco.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=652-37-LP26
609-25-LE26;ACTUALIZACIÓN DEL SGSI DE INDAP- CIBERSEGURIDAD;Publicada;INSTITUTO DE DESARROLLO AGROPECUARIO;Instituto de Desarrollo Agropecuario - INDAP;Región Metropolitana de Santiago;Santiago;21-08-2026 12:48;02-09-2026 15:30;0;22000000.0;CLP;LE;Servicios profesionales, administrativos y consultorías de gestión empresarial / Consultorías o asesorías en gestión empresarial / Servicios de consultoría en gestión de empresas;1 Unidad · Asesorías Informáticas;;;3 meses;No;;José Miguel Reyes Canales;Consultoría para actualización del SGSI de INDAP, modelado de procesos, matriz de riesgo, identificación e implementación de controles y otros referidos a la Ley Marco de Ciberseguridad.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=609-25-LE26
1075956-9-LE26;42 CUPOS - CURSO NUEVA LEY DE PROTECCIÓN DE DATOS PERSONALES: INTRODUCCIÓN Y PRINCIPIOS” SEGÚN BASES DE LICITACIÓN Y ANEXOS QUE SE ADJUNTAN - PRESUPUESTO ESTIMADO  15.000.000. -;Publicada;DIRECCION DE LOGISTICA DE CARABINEROS;DEPTO ANALISIS FINANCIERO PROCESOS Y RIESGOS;Región Metropolitana de Santiago;Santiago;19-08-2026 16:29;02-09-2026 17:00;0;15000000.0;CLP;LE;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Consultorías para el desarrollo de recursos humanos;42 Unidad · Formación, capacitación y entrenamiento de personal;;;;No;;YESICA SEPÚLVEDA NAVARRO.;"42 CUPOS - CURSO NUEVA LEY DE PROTECCIÓN DE DATOS PERSONALES: ""INTRODUCCIÓN Y PRINCIPIOS”, SEGÚN BASES DE LICITACIÓN Y ANEXOS QUE SE ADJUNTAN - PRESUPUESTO ESTIMADO $ 15.000.000. -";https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1075956-9-LE26
1057532-72-LE26;SUSCRIPCIÓN LICENCIAS SOFTWARE CAD ARCHICAD COLLABORATE O EQUIVALENTE PARA EL SERVICIO DE SALUD OSORNO;Publicada;SERVICIO DE SALUD OSORNO;Bienes y Servicios;Región de los Lagos ;Osorno;27-08-2026 14:34;02-09-2026 17:01;0;;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software específico para la industria;6 Unidad · Software de diseño asistido por computador (CAD);;;12 meses;No;DE ACUERDO A NUMERAL 7.7 DE LAS BASES ADJUNTAS;Bruno Ojeda Alvarez;"Se requiere la Contratación de 06 licencia de suscripción a 12 meses para software CAD Archicad Collaborate o equivalente, los cuales se cancelarán en 12 cuotas.
Lo anterior para normalizar y cumplir la Ley de propiedades intelectuales usando licencias originales para el trabajo de diseño, creación, modificación, análisis y documentar proyectos de inversión y construcción del Servicio de Salud Osorno.";https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057532-72-LE26
564953-62-LP26;ACTUALIZACIÓN PLATAFORMA ERP PARA LA CORPORACIÓN;Publicada;Corporación de Educación y Salud de Las Condes;Corporación de Educación y Salud de Las Condes;Región Metropolitana de Santiago;Las Condes;11-08-2026 14:44;02-09-2026 17:59;0;250000000.0;CLP;LP;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de planificación de recursos empresariales (ERP) y contabilidad financiera;1 Unidad · Software de planificación de recursos empresariales (ERP);;;40 meses;No;;Cristián Seguel;El objetivo de la presente licitación es contratar el servicio de implementación y soporte de ERP Dynamics Business Central;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=564953-62-LP26
3945-20-LE26;ADQUISICION SERVICIO DE SISTEMA INFORMATIVO DE GESTION DOCUMENTAL - MUNICIPALIDAD LOS ALAMOS;Publicada;I MUNICIPALIDAD DE LOS ALAMOS DEPTO COMUNAL;Administración y Finanzas;Región del Biobío ;Los Alamos;24-08-2026 15:04;03-09-2026 12:01;1;70000000.0;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de entorno operativo;1 Global · Software de sistema operativo;;;36 meses;No;;Encargado de soporte informatico;"La   necesidad      de      contratar    “ADQUISICION SERVICIO   DE 	SISTEMA     INFORMATIVO    DE     GESTION   DOCUMENTAL – MUNICIPALIDAD   LOS     ALAMOS”, conforme     a           Bases  
			Administrativas, Técnicas y Anexos adjuntos.";https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3945-20-LE26
4429-95-LE26;ARRIENDO SOFTWARE FARMACIA Y OPTICA MUNICIPAL;Publicada;MUNICIPALIDAD DE HUALPEN;Dirección de Salud;Región del Biobío ;Hualpén;24-08-2026 12:16;03-09-2026 14:25;1;10000000.0;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión;1 Unidad · Software de gestión de adquisiciones;;;36 meses;No;Se prohíbe absolutamente al adjudicatario ceder o transferir, sea a título gratuito u oneroso, total o parcialmente a terceros los derechos y obligaciones que asuman en virtud de la presente propuesta, y en especial los establecidos en el contrato defini;CARLOS CARES MORALES;SERVICIO DE ARRIENDO, IMPLEMENTACION, PUESTA EN MARCHA Y MANTENCION SOFTWARE EN GESTION FARMACIA Y OPTICA COMUNAL DE LA MUNICIPALIDAD DE HUALPEN;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4429-95-LE26
4429-96-LE26;SISTEMA INFORMATICO WEB PARA CENTROS DE SALUD;Publicada;MUNICIPALIDAD DE HUALPEN;Dirección de Salud;Región del Biobío ;Hualpén;24-08-2026 15:09;03-09-2026 14:25;1;32500000.0;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión;1 Unidad · Paquetes de software para oficinas;;;36 meses;No;Se prohíbe absolutamente al adjudicatario ceder o transferir, sea a título gratuito u oneroso, total o parcialmente a terceros los derechos y obligaciones que asuman en virtud de la presente propuesta, y en especial los establecidos en el contrato defin;CARLOS CARES MORALES;Servicio de Sistema Informático Web para la Gestión de Calidad, Seguridad del Paciente, Acreditación y Autorización Sanitaria de los Establecimientos dependientes de la Dirección de Salud Municipal de Hualpén;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4429-96-LE26
1431841-53-LE26;ADQUISICIÓN DE CREDITOS GOOGLE CLOUD PLATFORM;Publicada;I MUNICIPALIDAD DE RECOLETA;DIRECCION  DE COMPRAS PUBLICAS;Región Metropolitana de Santiago;Recoleta;19-08-2026 10:27;03-09-2026 15:00;1;15000000.0;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de aplicaciones de red;1 Global · Software de servidor de aplicaciones;;;12 meses;No;El adjudicatario no podrá subcontratar, ceder ni transferir en forma alguna, total ni parcialmente, los derechos y obligaciones que nacen del desarrollo de esta licitación y, en especial, los establecidos en el respectivo contrato que se celebre con la;Carlos Barraza;La Municipalidad de Recoleta, a través de su Dirección de Tecnologías de la Información, requiere la adquisición de créditos para Google Cloud Platform GCP por un período de un año, con el fin de soportar la operación, desarrollo y escalabilidad de la aplicación Tarjeta Vecino y otras plataformas municipales críticas, garantizando alta disponibilidad, seguridad, continuidad operativa y cumplimiento de la normativa vigente en materia de ciberseguridad y protección de datos personales.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1431841-53-LE26
3506-88-LP26;ADQUISICION DE SOFTWARE DE GESTION MUNICIPAL;Publicada;I MUNICIPALIDAD DE TOCOPILLA;UNIDAD DE ADQUISICIONES;Región de Antofagasta ;;14-08-2026 10:30;03-09-2026 15:00;1;269000000.0;CLP;LP;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión;1 Unidad · Software de gestión de licencias;;;24 meses;No;"En la presente licitación solo se permitirá la subcontratación de servicios 
puntuales como arriendo de maquinarias y equipos. Queda prohibida la subcontratación 
de la totalidad del servicio de ejecución de las partidas respectivas a la ejecución 
del";DYLAN VALLEJOS;Se requiere el ADQUISICION DE SOFTWARE DE GESTION MUNICIPAL”. Esta adquisición debe considerar todo los especificado en las Bases Administrativas y Especificaciones técnicas;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3506-88-LP26
761391-124-L126;DE/54/GUB/PLATAFORMA DE PREPARACIÓN PARA EL EXAMEN TOEIC LISTENING AND READING;Publicada;FUERZA AEREA DE CHILE COMANDO LOGISTICO;Base Aérea El Bosque;Región Metropolitana de Santiago;El Bosque;21-08-2026 10:05;03-09-2026 15:00;1;1989000.0;CLP;L1;Educación, formación, entrenamiento y capacitación / Sistemas educativos complementarios / Educación de adultos;13 Unidad · Capacitación a empleados;;;;No;;;"DE/54/GUB/PLATAFORMA DE PREPARACIÓN PARA EL EXAMEN TOEIC LISTENING AND READING
SE ADJUNTAN BASES TÉCNICAS 
SE ADJUNTAN ANEXOS EDITABLES";https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=761391-124-L126
3477-77-LE26;“INSTALACIÓN DE PUNTOS DE RED EN UDEL” SECCIÓN DE INFORMÁTICA MUNICIPAL;Publicada;I MUNICIPALIDAD DE VILCUN; Area Municipal;Región de la Araucanía ;Vilcún;21-08-2026 16:19;03-09-2026 15:30;1;8000000.0;CLP;LE;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal;1 Global · Especialistas temporales en redes computacionales;;;;No;;Cristian Sepulveda;"“INSTALACIÓN DE PUNTOS DE RED EN UDEL”
SECCIÓN DE INFORMÁTICA MUNICIPAL. SEGUN BASES ADJUNTAS.";https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3477-77-LE26
730566-21-LP26;RENOVACIÓN DE PLATAFORMA WIFI;Publicada;SUBSECRETARIA DE EVALUACION SOCIAL;Subsecretaría de Evaluación Social;Región Metropolitana de Santiago;Santiago;24-08-2026 15:27;03-09-2026 15:30;1;;USD;LP;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos, plataformas y accesorios de redes multimedia, voz y datos / Equipos de servicio de red, Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos, plataformas y accesorios de redes multimedia, voz y datos / Plataformas de mensajería por móvil;100 Unidad · Dispositivos de acceso de red digital de servicios integrados (RDSI) · 1 Unidad · Plataforma de mensajería unificada;;;36 meses;No;Según punto 9 de las bases adjuntas;Fabián Abarca;Su objeto es actualizar tecnológicamente y optimizar el estándar de conexión, efectuando una adquisición habilitante y estratégica que optimizará el tiempo del equipo de TI, garantizará una conectividad segura y de baja latencia para los usuarios, y alineará a la institución con los estándares de ciberseguridad y rendimiento que demandan los servicios públicos modernos.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=730566-21-LP26
2427-73-LE26;SUMINISTRO DE MARKETING DIGITAL PARA REDES SOCIALES DEL MUNICIPIO DE VALPARAÍSO;Publicada;I MUNICIPALIDAD DE VALPARAISO;ABASTECIMIENTO;Región de Valparaíso ;;24-08-2026 13:26;03-09-2026 16:00;1;14000000.0;CLP;LE;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing;1 Unidad · Agencias de marketing de ventas, incluidas las impresiones;;;;No;;CHRISTOPHER GEEP;Pedido 24 Gabinete - Imagen Corporativa.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2427-73-LE26
2258-146-LP26;AUDIFONOS DIGITAL PAC.GES HIPOACUSIA BILATERAL;Publicada;SERVICIO DE SALUD ANTOFAGASTA HOSPITAL L;Abastecimiento Principal;Región de Antofagasta ;Antofagasta;14-08-2026 13:57;03-09-2026 16:12;1;;CLP;LP;Equipamiento y suministros médicos / Ayuda para personas con discapacidad / Artículos de ayuda para la comunicación de discapacitados;900 Unidad · Audífonos para personas con discapacidad física · 504 Unidad · Audífonos para personas con discapacidad física;;;12 meses;No;;Sebastian Castillo Eitner;Cotizar valores netos;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2258-146-LP26
1483311-2-LP26;SERVICIO DE ARRIENDO DE SOFTWARE DE REMUNERACIONES;Publicada;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA LOS VIÑEDOS;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA LOS VIÑEDOS;Región Metropolitana de Santiago;;14-08-2026 17:08;03-09-2026 17:00;1;202000000.0;CLP;LP;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión;1 Unidad · Software de gestión de recursos humanos · 1 Unidad · Software de gestión de recursos humanos;;;24 meses;No;;Francisca Pérez Godoy;Adquirir servicio de arriendo de software de remuneraciones y gestión de personas P01 y P02, con el objeto de administrar la gestión del personal contratado y particularmente en lo que se refiere al pago de remuneraciones de los funcionarios y funcionarias nivel central, docentes y asistentes de la educación del Slep Los Viñedos.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1483311-2-LP26
1422051-25-LE26;Contratación Servicio Plataforma de Gestión RRHH;Publicada;JUNTA DE ALCALDES PROVIDENCIA LAS CONDES LA REINA;JUNTA DE ALCALDES PROVIDENCIA LAS CONDES LA REINA;Región Metropolitana de Santiago;;19-08-2026 16:23;03-09-2026 18:00;1;32000000.0;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión;1 Unidad · Software de gestión de recursos humanos;;;24 horas;No;;Hector Fuentealba Riquelme;Implementar una plataforma integral de gestión de personas para la Junta de Alcaldes, orientada a dar solución a los requerimientos derivados de las funciones comunes y diarias de la institución.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1422051-25-LE26
727202-69-LE26;ADQUISICIÓN E IMPLEMENTACIÓN DE TÓTEMS;Publicada;I MUNICIPALIDAD DE VICUNA;Secplan;Región de Coquimbo ;Vicuña;19-08-2026 15:42;04-09-2026 09:00;2;13000000.0;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Pantallas o monitores de computador;1 Global · Monitores de pantalla táctil;;;60 días;No;;Mario Aros Carvajal;Adquisición e implementación de tótems interactivos con inteligencia artificial y sistema de gestión de contenidos para el museo del Observatorio Mamalluca, conforme a la documentación técnica adjunta.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=727202-69-LE26
3553-29-LE26;Serv. jurídicos de Ley 21.719 y prot. de datos;Publicada;MINISTERIO DE BIENES NACIONALES;MINISTERIO DE BIENES NACIONALES;Región Metropolitana de Santiago;Santiago Centro;24-08-2026 12:52;04-09-2026 12:00;2;40856640.0;CLP;LE;Organizaciones sociales, laborales y clubes / Organizaciones, asociaciones y movimientos cívicos / Organizaciones de beneficencia;1 Unidad · Servicios de asistencia legal y judicial;;;90 días;No;;Stefan Andrés Goecke Ruz;El objeto de la contratación es contar con un marco institucional actualizado, coherente y articulado con la normativa vigente, mediante el levantamiento de información, análisis de brechas normativasoperativas y la propuesta de un cuerpo regulatorio interno directrices, protocolos y manuales en el Ministerio de Bienes Nacionales incluyendo las SEREMIS frente a las nuevas exigencias de la Ley.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3553-29-LE26
1469-173-L126;Sistema de gestión de Libro de Obras Digital, para PIBV;Publicada;UNIVERSIDAD DE TALCA;Universidad de Talca;Región del Maule ;Talca;25-08-2026 12:23;04-09-2026 15:00;2;2500000.0;CLP;L1;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de consultas y gestión de datos;1 Unidad · Software de búsqueda o recuperación de información;;;;No;;;La Universidad de Talca requiere del servicio de plataforma de Libro de Obra Digital para continuar con el requerimiento del Convenio PIBV, por un periodo de 15 meses.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1469-173-L126
869591-9-LR26;CONTRATACIÓN DEL DESARROLLO DE LA PLATAFORMA MODULAR DE COMPRAS NUEVOS MECANISMOS PARA LA DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA.;Publicada;DIRECCION DE COMPRAS Y CONTRATACION PUBLICA;Calidad del Gasto en las Compras Públicas;Región Metropolitana de Santiago;Santiago Centro;30-07-2026 07:38;04-09-2026 15:00;2;;CLF;LR;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Contratación de personal;1 Unidad · Desarrolladores de software;;;25 meses;No;ver clausula 10 de las bases especiales;Miguel Herrera;CONTRATACIÓN DEL DESARROLLO DE LA PLATAFORMA MODULAR DE COMPRAS (NUEVOS MECANISMOS) PARA LA DIRECCIÓN DE COMPRAS Y CONTRATACIÓN PÚBLICA.;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=869591-9-LR26
1641-323-LE26;FMM - SUMINISTRO DE LICENCIA DE SOFTWARE AUTOCAD PARA OBRAS;Publicada;SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE DIOS;SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE D;Región Metropolitana de Santiago;;25-08-2026 11:30;04-09-2026 16:00;2;;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software específico para la industria;7 Unidad · Software de diseño asistido por computador (CAD) · 2 Unidad · Software de diseño asistido por computador (CAD);;;36 meses;No;;Beatriz Romero Lopez;"La contratación de “SUMINISTRO DE LICENCIA DE SOFTWARE AUTOCAD PARA OBRAS” tiene por objeto, cumplir de manera continua la labor asistencial que ha sido encomendada a nuestra Institución, estableciendo las condiciones que permitan alcanzar la combinación más ventajosa entre todos los beneficios del bien o servicio a adquirir, y todos sus costos asociados, presentes y futuros (Art. 37° del Reglamento), según el siguiente detalle:

ÍTEM N°1: SUMINISTRO DE LICENCIA DE SOFTWARE AUTOCAD PARA OBRAS
SUB-ÍTEM	DESCRIPCIÓN	UNIDAD DE MEDIDA	CANTIDAD
1.1	SUMINISTRO DE LICENCIAS DE SOFTWARE AUTOCAD LT	UNIDAD	7
1.2	SUMINISTRO DE LICENCIAS DE SOFTWARE AUTOCAD	UNIDAD	2";https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1641-323-LE26
3530-19-L126;Adquisición del servicio de mantenimiento y reparación para el reemplazo completo del tablero eléctrico trifásico.;Publicada;DIVISION LOGISTICA DEL EJERCITO;"Regimiento N 2 ""Maipo""";Región de Valparaíso ;Valparaíso;27-08-2026 14:35;04-09-2026 17:00;2;4000000.0;CLP;L1;Maquinaria para generación y distribución de energía / Generación de energía / Equipo para control de producción de energía;1 Unidad · Paneles de control eléctrico para generadores;;;;No;;;"Adquisición del servicio de mantenimiento y reparación para el
reemplazo completo del tablero eléctrico trifásico perteneciente al
Regimiento N°2 ""Maipo"".";https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3530-19-L126
1171234-5-LE26;SERVICIOS DE IMPLEMENTACIÓN SOFTWARE CEDOC MNBA;Publicada;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL;MUSEO NACIONAL DE BELLAS ARTES DOS;Región Metropolitana de Santiago;Santiago;25-08-2026 15:44;04-09-2026 20:00;2;27000000.0;CLP;LE;Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Servicios informáticos / Administración de sistemas;1 Unidad · Instalación de sistemas;;;;No;DE ACUERDO A LO SEÑALADO EN BASES DE LICTACIÓN ADJUNTAS;Manuel  Arenas Bustos;CONTRATACIÓN DE LOS SERVICIOS DE IMPLEMENTACIÓN DE SOFTWARE, CONSERVACIÓN, SISTEMATIZACIÓN Y ACCESO A LOS ACERVOS PATRIMONIALES DEL CENTRO DE DOCUMENTACIÓN ANGÉLICA PÉREZ GERMAIN”;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1171234-5-LE26
2981-242-LE26;ADQUISICIÓN DE ESTRUCTURA TÓTEM Y LETRAS VOLUMETRICAS DE METAL;Publicada;POLICIA DE INVESTIGACIONES DE CHILE;DEPARTAMENTO ADMINISTRATIVO;Región Metropolitana de Santiago;Santiago Centro;27-08-2026 14:41;07-09-2026 15:00;5;60000000.0;CLP;LE;Productos impresos y publicaciones / Etiquetado y accesorios / Etiquetado;1 Unidad no definida · Placas metálicas indicadoras del nombre;;;;No;SEGÚN RESOLEX N° 668 DE 26.AGO.026, DEPADM;NICOLE PÉREZ RIVERA;LA POLICÍA DE INVESTIGACIONES DE CHILE, REQUIERE ADQUIRIR 1 ESTRUCTURA TÓTEM, 64 LETRAS VOLUMÉTRICAS, 4 ICONOS DE MARCA REGISTRADA, PARA IDENTIFICAR EL FRONTIS DEL NUEVO EDIFICIO PDI COMPLEJO METROPOLITANO UBICADO EN AGUSTINAS 640, SANTIAGO CENTRO;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2981-242-LE26
3820-25-LE26;ADQUISICION Y RENOVACION DE LICENCIAS DE SOFTWARE;Publicada;I MUNICIPALIDAD DE SANTA MARIA;I MUNICIPALIDAD DE SANTA MARIA;Región de Valparaíso ;Santa María;26-08-2026 11:48;07-09-2026 15:00;5;16000000.0;CLP;LE;Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión;1 Unidad · Software de gestión de licencias;;;;No;;Ninoska Pino;Renovación de 06 unidades de Licencia de AUTOCAD 2026 o 2027 Including Specializad toolsets  Ad Commercial New Including Specialized toolsets Ad Commercial New Single-user y una (01)  nueva Licencia de AUTOCAD 2026 o 2027 Including Specializad toolsets Ad Commercial New Including Specialized toolsets Ad Commercial New Single-user;https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3820-25-LE26
